"","lon","lat","HUNDRED_BLOCK","count","address"
"284",-122.8762373,49.1338707,"12500 72ND AVE",77,"12500 72ND AVE Surrey"
"285",-122.8701261,49.1878375,"12700 102ND AVE",77,"12700 102ND AVE Surrey"
"286",-122.80932,49.192904,"14900 105TH AVE",77,"14900 105TH AVE Surrey"
"287",-122.8009282,49.1861205,"15200 101ST AVE",76,"15200 101ST AVE Surrey"
"288",-122.8013132,49.0615267,"152ND ST / 32ND AVE",76,"152ND ST / 32ND AVE Surrey"
"289",-122.7354991,49.0601899,"176TH ST / 32ND AVE",76,"176TH ST / 32ND AVE Surrey"
"290",-122.7089184,49.1769971,"18500 96TH AVE",76,"18500 96TH AVE Surrey"
"291",-122.8470118,49.1323536,"7100 HALL RD",76,"7100 HALL RD Surrey"
"292",-122.8568598,49.1626889,"88TH AVE / 132ND ST",76,"88TH AVE / 132ND ST Surrey"
"293",-122.8564806,49.1989606,"13200 108TH AVE",75,"13200 108TH AVE Surrey"
"294",-122.8568598,49.1626889,"132ND ST / 88TH AVE",75,"132ND ST / 88TH AVE Surrey"
"295",-122.8371369,49.1877611,"13900 102ND AVE",75,"13900 102ND AVE Surrey"
"296",-122.7563848,49.1479833,"168TH ST / FRASER HWY",75,"168TH ST / FRASER HWY Surrey"
"297",-122.7348772,49.1625943,"176TH ST / 88TH AVE",75,"176TH ST / 88TH AVE Surrey"
"298",-122.7048003,49.0970605,"18600 52ND AVE",75,"18600 52ND AVE Surrey"
"299",-122.8455285,49.1335286,"7200 KING GEORGE BLVD",75,"7200 KING GEORGE BLVD Surrey"
"300",-122.838742,49.1335504,"72ND AVE / 138TH ST",75,"72ND AVE / 138TH ST Surrey"
"301",-122.8679969,49.1503182,"82ND AVE / 128TH ST",75,"82ND AVE / 128TH ST Surrey"
"302",-122.8456164,49.1190038,"KING GEORGE BLVD / 64TH AVE",75,"KING GEORGE BLVD / 64TH AVE Surrey"
"303",-122.8414393,49.1851615,"10000 137A ST",74,"10000 137A ST Surrey"
"304",-122.843169,49.1843253,"10000 WHALLEY BLVD",74,"10000 WHALLEY BLVD Surrey"
"305",-122.8485839,49.162509,"13500 88TH AVE",74,"13500 88TH AVE Surrey"
"306",-122.8092,49.1915,"14900 104TH AVE",74,"14900 104TH AVE Surrey"
"307",-122.8071675,49.0603858,"15000 32ND AVE",74,"15000 32ND AVE Surrey"
"308",-122.7789581,49.1768624,"160TH ST / 96TH AVE",74,"160TH ST / 96TH AVE Surrey"
"309",-122.8796898,49.2059772,"12400 KING GEORGE BLVD",73,"12400 KING GEORGE BLVD Surrey"
"310",-122.8317682,49.18938,"14100 103RD AVE",73,"14100 103RD AVE Surrey"
"311",-122.8235246,49.1628117,"144TH ST / 88TH AVE",73,"144TH ST / 88TH AVE Surrey"
"312",-122.8568228,49.1771471,"96TH AVE / 132ND ST",73,"96TH AVE / 132ND ST Surrey"
"313",-122.8823345,49.1992715,"10800 SCOTT RD",72,"10800 SCOTT RD Surrey"
"314",-122.883337,49.1629549,"12300 88TH AVE",72,"12300 88TH AVE Surrey"
"315",-122.8652884,49.1770678,"12900 96TH AVE",72,"12900 96TH AVE Surrey"
"316",-122.8567971,49.1409403,"132ND ST / 76TH AVE",72,"132ND ST / 76TH AVE Surrey"
"317",-122.8381823,49.1370883,"13900 74TH AVE",72,"13900 74TH AVE Surrey"
"318",-122.8175919,49.1937234,"14600 105A AVE",72,"14600 105A AVE Surrey"
"319",-122.800097,49.1930261,"15200 105TH AVE",72,"15200 105TH AVE Surrey"
"320",-122.8009668,49.1842033,"152ND ST / 100TH AVE",72,"152ND ST / 100TH AVE Surrey"
"321",-122.7902688,49.1616665,"156TH ST / FRASER HWY",72,"156TH ST / FRASER HWY Surrey"
"322",-122.7567028,49.1042239,"168TH ST / 56TH AVE",72,"168TH ST / 56TH AVE Surrey"
"323",-122.8011661,49.1336432,"72ND AVE / 152ND ST",72,"72ND AVE / 152ND ST Surrey"
"324",-122.8678486,49.1410308,"76TH AVE / 128TH ST",72,"76TH AVE / 128TH ST Surrey"
"325",-122.8011784,49.1768821,"96TH AVE / 152ND ST",72,"96TH AVE / 152ND ST Surrey"
"326",-122.8124861,49.1987331,"108TH AVE / 148TH ST",71,"108TH AVE / 148TH ST Surrey"
"327",-122.853801,49.194451,"13300 105A AVE",71,"13300 105A AVE Surrey"
"328",-122.6886901,49.122029,"19300 65TH AVE",71,"19300 65TH AVE Surrey"
"329",-122.7900987,49.0428098,"2300 KING GEORGE BLVD",71,"2300 KING GEORGE BLVD Surrey"
"330",-122.8791065,49.133986,"124TH ST / 72ND AVE",70,"124TH ST / 72ND AVE Surrey"
"331",-122.8568228,49.1771471,"132ND ST / 96TH AVE",70,"132ND ST / 96TH AVE Surrey"
"332",-122.834454,49.133685,"140TH ST / 72ND AVE",70,"140TH ST / 72ND AVE Surrey"
"333",-122.7980011,49.1858113,"15300 101ST AVE",70,"15300 101ST AVE Surrey"
"334",-122.7016878,49.128483,"18800 69TH AVE",70,"18800 69TH AVE Surrey"
"335",-122.8456534,49.1435718,"7700 KING GEORGE BLVD",70,"7700 KING GEORGE BLVD Surrey"
"336",-122.8881348,49.1486518,"8000 120A ST",70,"8000 120A ST Surrey"
"337",-122.7635686,49.0213711,"1100 KING GEORGE BLVD",69,"1100 KING GEORGE BLVD Surrey"
"338",-122.8346239,49.1770188,"140TH ST / 96TH AVE",69,"140TH ST / 96TH AVE Surrey"
"339",-122.7821747,49.1552477,"15900 84TH AVE",69,"15900 84TH AVE Surrey"
"340",-122.6936828,49.1334698,"19100 72ND AVE",69,"19100 72ND AVE Surrey"
"341",-122.8424976,49.1365005,"7300 137TH ST",69,"7300 137TH ST Surrey"
"342",-122.845802,49.1554464,"84TH AVE / KING GEORGE BLVD",69,"84TH AVE / KING GEORGE BLVD Surrey"
"343",-122.8638143,49.1752985,"9500 PRINCE CHARLES BLVD",69,"9500 PRINCE CHARLES BLVD Surrey"
"344",-122.8418961,49.191621,"104TH AVE / WHALLEY BLVD",68,"104TH AVE / WHALLEY BLVD Surrey"
"345",-122.8488776,49.1423387,"13500 77TH AVE",68,"13500 77TH AVE Surrey"
"346",-122.8490125,49.1913466,"19400 LANGLEY BPS",68,"19400 LANGLEY BPS Surrey"
"347",-122.6915208,49.1189334,"64TH AVE / FRASER HWY",68,"64TH AVE / FRASER HWY Surrey"
"348",-122.8456401,49.1770793,"KING GEORGE BLVD / 96TH AVE",68,"KING GEORGE BLVD / 96TH AVE Surrey"
"349",-122.8676882,49.1880229,"10200 128TH ST",67,"10200 128TH ST Surrey"
"350",-122.791108,49.1801293,"10200 155A ST",67,"10200 155A ST Surrey"
"351",-122.8124328,49.1915509,"104TH AVE / 148TH ST",67,"104TH AVE / 148TH ST Surrey"
"352",-122.8624555,49.1658125,"12800 CARLUKE CRES",67,"12800 CARLUKE CRES Surrey"
"353",-122.8483889,49.1335337,"13500 72ND AVE",67,"13500 72ND AVE Surrey"
"354",-122.8494732,49.2015857,"13500 KING GEORGE BLVD",67,"13500 KING GEORGE BLVD Surrey"
"355",-122.8123695,49.1702295,"148TH ST / FRASER HWY",67,"148TH ST / FRASER HWY Surrey"
"356",-122.8039145,49.1861313,"15100 101ST AVE",67,"15100 101ST AVE Surrey"
"357",-122.8015546,49.1660461,"15200 FRASER HWY",67,"15200 FRASER HWY Surrey"
"358",-122.8871448,49.1321217,"7100 121ST ST",67,"7100 121ST ST Surrey"
"359",-122.834504,49.139065,"7500 140TH ST",67,"7500 140TH ST Surrey"
"360",-122.7934881,49.1630471,"FRASER HWY / 88TH AVE",67,"FRASER HWY / 88TH AVE Surrey"
"361",-122.8375197,49.1503782,"10400 138TH ST",66,"10400 138TH ST Surrey"
"362",-122.867898,49.1265835,"128TH ST / 68TH AVE",66,"128TH ST / 68TH AVE Surrey"
"363",-122.8546275,49.1939508,"13200 105A AVE",66,"13200 105A AVE Surrey"
"364",-122.8175835,49.0329759,"14600 17TH AVE",66,"14600 17TH AVE Surrey"
"365",-122.8067784,49.1077208,"15000 58TH AVE",66,"15000 58TH AVE Surrey"
"366",-122.79818,49.184244,"15300 100TH AVE",66,"15300 100TH AVE Surrey"
"367",-122.770218,49.151859,"16300 82ND AVE",66,"16300 82ND AVE Surrey"
"368",-122.6897456,49.1078005,"19200 ENTERPRISE WAY",66,"19200 ENTERPRISE WAY Surrey"
"369",-122.8232355,49.1190821,"64TH AVE / 144TH ST",66,"64TH AVE / 144TH ST Surrey"
"370",-122.8680118,49.1587262,"8600 128TH ST",66,"8600 128TH ST Surrey"
"371",-122.8047627,49.1881597,"1000 GUILDFORD TOWN CNTR",65,"1000 GUILDFORD TOWN CNTR Surrey"
"372",-122.8009966,49.1887353,"102A AVE / 152ND ST",65,"102A AVE / 152ND ST Surrey"
"373",-122.8650874,49.1549662,"12900 84TH AVE",65,"12900 84TH AVE Surrey"
"374",-122.8199557,49.1985857,"14500 108TH AVE",65,"14500 108TH AVE Surrey"
"375",-122.800977,49.1861213,"152ND ST / 101ST AVE",65,"152ND ST / 101ST AVE Surrey"
"376",-122.7976403,49.1927599,"15300 105TH AVE",65,"15300 105TH AVE Surrey"
"377",-122.811888,49.0400645,"2100 148TH ST",65,"2100 148TH ST Surrey"
"378",-122.7791439,49.0454913,"2400 160TH ST",65,"2400 160TH ST Surrey"
"379",-122.7934725,49.0455228,"24TH AVE / KING GEORGE BLVD",65,"24TH AVE / KING GEORGE BLVD Surrey"
"380",-122.7750318,49.0465642,"2500 161A ST",65,"2500 161A ST Surrey"
"381",-122.8315871,49.1045115,"56TH AVE / KING GEORGE BLVD",65,"56TH AVE / KING GEORGE BLVD Surrey"
"382",-122.8903912,49.1449579,"7800 120TH ST",65,"7800 120TH ST Surrey"
"383",-122.7925691,49.1850597,"10000 155TH ST",64,"10000 155TH ST Surrey"
"384",-122.8879125,49.1945052,"10500 SCOTT RD",64,"10500 SCOTT RD Surrey"
"385",-122.8341259,49.1988352,"108TH AVE / 140TH ST",64,"108TH AVE / 140TH ST Surrey"
"386",-122.8679862,49.1410298,"12800 76TH AVE",64,"12800 76TH AVE Surrey"
"387",-122.8622979,49.1553623,"13000 84TH AVE",64,"13000 84TH AVE Surrey"
"388",-122.7336727,49.1098581,"5900 176A ST",64,"5900 176A ST Surrey"
"389",-122.8449543,49.1208299,"6500 KING GEORGE BLVD",64,"6500 KING GEORGE BLVD Surrey"
"390",-122.7790105,49.157423,"FRASER HWY / 160TH ST",64,"FRASER HWY / 160TH ST Surrey"
"391",-122.8896261,49.189933,"10300 SCOTT RD",63,"10300 SCOTT RD Surrey"
"392",-122.8064117,49.191529,"104TH AVE / 150TH ST",63,"104TH AVE / 150TH ST Surrey"
"393",-122.8564806,49.1989606,"10800 132ND ST",63,"10800 132ND ST Surrey"
"394",-122.8878188,49.1593844,"12100 86TH AVE",63,"12100 86TH AVE Surrey"
"395",-122.8651617,49.1410106,"12900 76TH AVE",63,"12900 76TH AVE Surrey"
"396",-122.8567154,49.1914671,"13200 104TH AVE",63,"13200 104TH AVE Surrey"
"397",-122.8128679,49.1865328,"14800 101A AVE",63,"14800 101A AVE Surrey"
"398",-122.7790315,49.1518601,"16000 82ND AVE",63,"16000 82ND AVE Surrey"
"399",-122.7349329,49.1187799,"6400 176TH ST",63,"6400 176TH ST Surrey"
"400",-122.8612639,49.1532141,"8300 130TH ST",63,"8300 130TH ST Surrey"
"401",-122.6915208,49.1189334,"FRASER HWY / 64TH AVE",63,"FRASER HWY / 64TH AVE Surrey"
"402",-122.8674434,49.2064008,"KING GEORGE BLVD / 128TH ST",63,"KING GEORGE BLVD / 128TH ST Surrey"
"403",-122.8559592,49.1880561,"10200 132ND ST",62,"10200 132ND ST Surrey"
"404",-122.8231132,49.191483,"104TH AVE / 144TH ST",62,"104TH AVE / 144TH ST Surrey"
"405",-122.8566284,49.2060295,"11200 132ND ST",62,"11200 132ND ST Surrey"
"406",-122.8901733,49.1771267,"12000 96TH AVE",62,"12000 96TH AVE Surrey"
"407",-122.873492,49.1339772,"126TH ST / 72ND AVE",62,"126TH ST / 72ND AVE Surrey"
"408",-122.8568485,49.1554579,"132ND ST / 84TH AVE",62,"132ND ST / 84TH AVE Surrey"
"409",-122.8385382,49.129968,"13800 70TH AVE",62,"13800 70TH AVE Surrey"
"410",-122.7348644,49.1765485,"176TH ST / 96TH AVE",62,"176TH ST / 96TH AVE Surrey"
"411",-122.7791545,49.0456326,"24TH AVE / 160TH ST",62,"24TH AVE / 160TH ST Surrey"
"412",-122.8852814,49.1385827,"7400 121A ST",62,"7400 121A ST Surrey"
"413",-122.8676325,49.1664708,"9000 PRINCE CHARLES BLVD",62,"9000 PRINCE CHARLES BLVD Surrey"
"414",-122.8120988,49.1841128,"100TH AVE / 148TH ST",61,"100TH AVE / 148TH ST Surrey"
"415",-122.8089045,49.1877479,"10200 149TH ST",61,"10200 149TH ST Surrey"
"416",-122.8230401,49.1987793,"108TH AVE / 144TH ST",61,"108TH AVE / 144TH ST Surrey"
"417",-122.8427847,49.1335284,"137TH ST / 72ND AVE",61,"137TH ST / 72ND AVE Surrey"
"418",-122.8184722,49.0384134,"14600 20TH AVE",61,"14600 20TH AVE Surrey"
"419",-122.8013922,49.1262151,"15200 68TH AVE",61,"15200 68TH AVE Surrey"
"420",-122.7966476,49.1960703,"15300 GUILDFORD DR",61,"15300 GUILDFORD DR Surrey"
"421",-122.7822365,49.0484878,"15900 26TH AVE",61,"15900 26TH AVE Surrey"
"422",-122.7018242,49.1237612,"188TH ST / FRASER HWY",61,"188TH ST / FRASER HWY Surrey"
"423",-122.7567028,49.1042239,"56TH AVE / 168TH ST",61,"56TH AVE / 168TH ST Surrey"
"424",-122.800912,49.1172237,"6300 152ND ST",61,"6300 152ND ST Surrey"
"425",-122.8619315,49.1593797,"8600 130TH ST",61,"8600 130TH ST Surrey"
"426",-122.8346239,49.1770188,"96TH AVE / 140TH ST",61,"96TH AVE / 140TH ST Surrey"
"427",-122.843301,49.1843243,"100TH AVE / WHALLEY BLVD",60,"100TH AVE / WHALLEY BLVD Surrey"
"428",-122.8901495,49.1826195,"120TH ST / 99TH AVE",60,"120TH ST / 99TH AVE Surrey"
"429",-122.8707863,49.1482135,"12700 80TH AVE",60,"12700 80TH AVE Surrey"
"430",-122.8598853,49.1402626,"13100 76TH AVE",60,"13100 76TH AVE Surrey"
"431",-122.8387291,49.1372442,"13800 74TH AVE",60,"13800 74TH AVE Surrey"
"432",-122.8341455,49.191431,"140TH ST / 104TH AVE",60,"140TH ST / 104TH AVE Surrey"
"433",-122.8231132,49.191483,"14400 104TH AVE",60,"14400 104TH AVE Surrey"
"434",-122.8233475,49.1745633,"144TH ST / FRASER HWY",60,"144TH ST / FRASER HWY Surrey"
"435",-122.8010853,49.1043693,"15200 56TH AVE",60,"15200 56TH AVE Surrey"
"436",-122.7384282,49.1060142,"17400 57TH AVE",60,"17400 57TH AVE Surrey"
"437",-122.7347706,49.1480288,"176TH ST / 80TH AVE",60,"176TH ST / 80TH AVE Surrey"
"438",-122.6833249,49.1039354,"19500 56TH AVE",60,"19500 56TH AVE Surrey"
"439",-122.8012013,49.0528516,"2800 152ND ST",60,"2800 152ND ST Surrey"
"440",-122.7108677,49.1180596,"6400 184A ST",60,"6400 184A ST Surrey"
"441",-122.8566835,49.1336715,"72ND AVE / 132ND ST",60,"72ND AVE / 132ND ST Surrey"
"442",-122.8612411,49.1501814,"8100 130TH ST",60,"8100 130TH ST Surrey"
"443",-122.8844484,49.1707119,"9200 122ND ST",60,"9200 122ND ST Surrey"
"444",-122.8332569,49.1793118,"9700 140TH ST",60,"9700 140TH ST Surrey"
"445",-122.8460331,49.1988019,"KING GEORGE BLVD / 108TH AVE",60,"KING GEORGE BLVD / 108TH AVE Surrey"
"446",-122.8517815,49.1881651,"10200 133A ST",59,"10200 133A ST Surrey"
"447",-122.7953263,49.191468,"104TH AVE / 154TH ST",59,"104TH AVE / 154TH ST Surrey"
"448",-122.8887578,49.1938267,"104TH AVE / SCOTT RD",59,"104TH AVE / SCOTT RD Surrey"
"449",-122.8567591,49.1312234,"13200 70B AVE",59,"13200 70B AVE Surrey"
"450",-122.8569672,49.1336548,"13200 72ND AVE",59,"13200 72ND AVE Surrey"
"451",-122.8508088,49.1913778,"13400 104TH AVE",59,"13400 104TH AVE Surrey"
"452",-122.8457999,49.2011319,"13600 BENTLEY RD",59,"13600 BENTLEY RD Surrey"
"453",-122.8027412,49.1890758,"1400 GUILDFORD TOWN CTR",59,"1400 GUILDFORD TOWN CTR Surrey"
"454",-122.8233729,49.1190813,"14400 64TH AVE",59,"14400 64TH AVE Surrey"
"455",-122.8124923,49.1628934,"148TH ST / 88TH AVE",59,"148TH ST / 88TH AVE Surrey"
"456",-122.801188,49.0517656,"152ND ST / KING GEORGE BLVD",59,"152ND ST / KING GEORGE BLVD Surrey"
"457",-122.7348424,49.1115243,"176TH ST / 60TH AVE",59,"176TH ST / 60TH AVE Surrey"
"458",-122.7322807,49.1086953,"17700 58A AVE",59,"17700 58A AVE Surrey"
"459",-122.7719021,49.0492557,"2600 162ND ST",59,"2600 162ND ST Surrey"
"460",-122.887434,49.117487,"6300 121ST ST",59,"6300 121ST ST Surrey"
"461",-122.7757965,49.1607736,"8700 161ST ST",59,"8700 161ST ST Surrey"
"462",-122.7902688,49.1616665,"FRASER HWY / 156TH ST",59,"FRASER HWY / 156TH ST Surrey"
"463",-122.8432681,49.1861388,"10100 WHALLEY BLVD",58,"10100 WHALLEY BLVD Surrey"
"464",-122.800977,49.1861213,"101ST AVE / 152ND ST",58,"101ST AVE / 152ND ST Surrey"
"465",-122.8341455,49.191431,"104TH AVE / 140TH ST",58,"104TH AVE / 140TH ST Surrey"
"466",-122.81124,49.193458,"10500 HOLLY PARK LANE",58,"10500 HOLLY PARK LANE Surrey"
"467",-122.8064117,49.191529,"150TH ST / 104TH AVE",58,"150TH ST / 104TH AVE Surrey"
"468",-122.8009966,49.1887353,"152ND ST / 102A AVE",58,"152ND ST / 102A AVE Surrey"
"469",-122.7570459,49.0456631,"16800 24TH AVE",58,"16800 24TH AVE Surrey"
"470",-122.8061949,49.03322,"1700 SOUTHMERE CRES",58,"1700 SOUTHMERE CRES Surrey"
"471",-122.7905713,49.1263291,"19400 68TH AVE",58,"19400 68TH AVE Surrey"
"472",-122.8038487,49.1867837,"2300 GUILDFORD TOWN CTR",58,"2300 GUILDFORD TOWN CTR Surrey"
"473",-122.8677907,49.1190663,"64TH AVE / 128TH ST",58,"64TH AVE / 128TH ST Surrey"
"474",-122.8669494,49.1449654,"7800 128TH ST",58,"7800 128TH ST Surrey"
"475",-122.7820098,49.1609387,"8700 159TH ST",58,"8700 159TH ST Surrey"
"476",-122.8457043,49.1261844,"KING GEORGE BLVD / 68TH AVE",58,"KING GEORGE BLVD / 68TH AVE Surrey"
"477",-122.8060545,49.184538,"10000 150TH ST",57,"10000 150TH ST Surrey"
"478",-122.8672468,49.1968826,"12800 OLD YALE RD",57,"12800 OLD YALE RD Surrey"
"479",-122.8422474,49.1877814,"13700 102ND AVE",57,"13700 102ND AVE Surrey"
"480",-122.8122227,49.1906032,"14800 103A AVE",57,"14800 103A AVE Surrey"
"481",-122.7814832,49.1985904,"15900 108TH AVE",57,"15900 108TH AVE Surrey"
"482",-122.7565033,49.1189367,"168TH ST / 64TH AVE",57,"168TH ST / 64TH AVE Surrey"
"483",-122.8679948,49.1553493,"8400 128TH ST",57,"8400 128TH ST Surrey"
"484",-122.8898579,49.175517,"9500 120TH ST",57,"9500 120TH ST Surrey"
"485",-122.8123012,49.176918,"96TH AVE / 148TH ST",57,"96TH AVE / 148TH ST Surrey"
"486",-122.8841232,49.1969701,"10700 SCOTT RD",56,"10700 SCOTT RD Surrey"
"487",-122.8775273,49.2032884,"11100 SCOTT RD",56,"11100 SCOTT RD Surrey"
"488",-122.8712025,49.1444357,"12700 78TH AVE",56,"12700 78TH AVE Surrey"
"489",-122.8568644,49.1482312,"132ND ST / 80TH AVE",56,"132ND ST / 80TH AVE Surrey"
"490",-122.8454558,49.1915591,"13600 104TH AVE",56,"13600 104TH AVE Surrey"
"491",-122.8151586,49.1985317,"14700 108TH AVE",56,"14700 108TH AVE Surrey"
"492",-122.812212,49.0331776,"1700 148TH ST",56,"1700 148TH ST Surrey"
"493",-122.7344649,49.1135493,"6100 176TH ST",56,"6100 176TH ST Surrey"
"494",-122.8666266,49.1466538,"7900 128TH ST",56,"7900 128TH ST Surrey"
"495",-122.8535751,49.1975839,"10700 133RD ST",55,"10700 133RD ST Surrey"
"496",-122.8677907,49.1190663,"128TH ST / 64TH AVE",55,"128TH ST / 64TH AVE Surrey"
"497",-122.8039242,49.0310771,"15100 16TH AVE",55,"15100 16TH AVE Surrey"
"498",-122.8025702,49.1163858,"15100 62A AVE",55,"15100 62A AVE Surrey"
"499",-122.7843833,49.1553174,"15800 84TH AVE",55,"15800 84TH AVE Surrey"
"500",-122.8038466,49.1870715,"1700 GUILDFORD TOWN CTR",55,"1700 GUILDFORD TOWN CTR Surrey"
"501",-122.7125486,49.1287394,"184TH ST / FRASER HWY",55,"184TH ST / FRASER HWY Surrey"
"502",-122.691065,49.1045395,"192ND ST / 56TH AVE",55,"192ND ST / 56TH AVE Surrey"
"503",-122.7303116,49.1095958,"5900 177B ST",55,"5900 177B ST Surrey"
"504",-122.8454907,49.1189993,"6400 KING GEORGE BLVD",55,"6400 KING GEORGE BLVD Surrey"
"505",-122.8399159,49.1232443,"6600 138TH ST",55,"6600 138TH ST Surrey"
"506",-122.8344657,49.1372641,"7400 140TH ST",55,"7400 140TH ST Surrey"
"507",-122.7557081,49.143021,"7700 168TH ST",55,"7700 168TH ST Surrey"
"508",-122.8674476,49.151616,"8200 128TH ST",55,"8200 128TH ST Surrey"
"509",-122.8655454,49.1526431,"8200 129TH ST",55,"8200 129TH ST Surrey"
"510",-122.8350549,49.1076089,"KING GEORGE BLVD OFRP / HWY 99",55,"KING GEORGE BLVD OFRP / HWY 99 Surrey"
"511",-122.8564403,49.1916291,"10400 132ND ST",54,"10400 132ND ST Surrey"
"512",-122.7897491,49.19162,"104TH AVE / 156TH ST",54,"104TH AVE / 156TH ST Surrey"
"513",-122.8661102,49.2008985,"10900 128A ST",54,"10900 128A ST Surrey"
"514",-122.8868301,49.2013696,"12100 OLD YALE RD",54,"12100 OLD YALE RD Surrey"
"515",-122.8814644,49.1919425,"12300 104TH AVE",54,"12300 104TH AVE Surrey"
"516",-122.8599599,49.1476748,"13100 80TH AVE",54,"13100 80TH AVE Surrey"
"517",-122.8426951,49.1987827,"13700 108TH AVE",54,"13700 108TH AVE Surrey"
"518",-122.837189,49.1860376,"13900 101ST AVE",54,"13900 101ST AVE Surrey"
"519",-122.7791545,49.0456326,"160TH ST / 24TH AVE",54,"160TH ST / 24TH AVE Surrey"
"520",-122.8122283,49.0365998,"1900 148TH ST",54,"1900 148TH ST Surrey"
"521",-122.8456608,49.144449,"78TH AVE / KING GEORGE BLVD",54,"78TH AVE / KING GEORGE BLVD Surrey"
"522",-122.8314449,49.1664326,"9000 141A ST",54,"9000 141A ST Surrey"
"523",-122.8787228,49.1975366,"12400 OLD YALE RD",53,"12400 OLD YALE RD Surrey"
"524",-122.8742839,49.2050413,"12600 KING GEORGE BLVD",53,"12600 KING GEORGE BLVD Surrey"
"525",-122.8707134,49.1228716,"12700 66TH AVE",53,"12700 66TH AVE Surrey"
"526",-122.8563531,49.2061606,"13200 KING GEORGE BLVD",53,"13200 KING GEORGE BLVD Surrey"
"527",-122.8506125,49.1441332,"13400 78TH AVE",53,"13400 78TH AVE Surrey"
"528",-122.8428016,49.1349032,"13700 72A AVE",53,"13700 72A AVE Surrey"
"529",-122.8397645,49.2043184,"13800 BRENTWOOD CRES",53,"13800 BRENTWOOD CRES Surrey"
"530",-122.8123012,49.176918,"148TH ST / 96TH AVE",53,"148TH ST / 96TH AVE Surrey"
"531",-122.8017734,49.0673491,"15100 36TH AVE",53,"15100 36TH AVE Surrey"
"532",-122.8009727,49.1931843,"152ND ST / 105TH AVE",53,"152ND ST / 105TH AVE Surrey"
"533",-122.7350056,49.1114308,"17600 60TH AVE",53,"17600 60TH AVE Surrey"
"534",-122.7321117,49.1057429,"17700 57TH AVE",53,"17700 57TH AVE Surrey"
"535",-122.7128145,49.104122,"184TH ST / 56TH AVE",53,"184TH ST / 56TH AVE Surrey"
"536",-122.7042212,49.1225015,"18700 66TH AVE",53,"18700 66TH AVE Surrey"
"537",-122.7019025,49.1260912,"18800 68TH AVE",53,"18800 68TH AVE Surrey"
"538",-122.8903781,49.1230358,"6600 120TH ST",53,"6600 120TH ST Surrey"
"539",-122.8902726,49.1341438,"72ND AVE / 120TH ST",53,"72ND AVE / 120TH ST Surrey"
"540",-122.8440735,49.1699785,"9100 136A ST",53,"9100 136A ST Surrey"
"541",-122.8380225,49.1952719,"10600 138A ST",52,"10600 138A ST Surrey"
"542",-122.8544146,49.2114816,"11500 132A ST",52,"11500 132A ST Surrey"
"543",-122.8652952,49.1481274,"12900 80TH AVE",52,"12900 80TH AVE Surrey"
"544",-122.8519061,49.1905143,"13300 103A AVE",52,"13300 103A AVE Surrey"
"545",-122.8538498,49.1263729,"13300 68TH AVE",52,"13300 68TH AVE Surrey"
"546",-122.8479846,49.1869421,"13500 102ND AVE",52,"13500 102ND AVE Surrey"
"547",-122.844782,49.1991827,"13600 GROSVENOR RD",52,"13600 GROSVENOR RD Surrey"
"548",-122.8418971,49.1237835,"13700 67TH AVE",52,"13700 67TH AVE Surrey"
"549",-122.8364278,49.1988229,"13900 108TH AVE",52,"13900 108TH AVE Surrey"
"550",-122.8175283,49.1492416,"14600 80A AVE",52,"14600 80A AVE Surrey"
"551",-122.8011438,49.1410654,"152ND ST / 76TH AVE",52,"152ND ST / 76TH AVE Surrey"
"552",-122.7772544,49.0329185,"1700 KING GEORGE BLVD",52,"1700 KING GEORGE BLVD Surrey"
"553",-122.6904365,49.1769572,"192ND ST / 96TH AVE",52,"192ND ST / 96TH AVE Surrey"
"554",-122.7565033,49.1189367,"64TH AVE / 168TH ST",52,"64TH AVE / 168TH ST Surrey"
"555",-122.845929,49.1750559,"9500 KING GEORGE BLVD",52,"9500 KING GEORGE BLVD Surrey"
"556",-122.7563848,49.1479833,"FRASER HWY / 168TH ST",52,"FRASER HWY / 168TH ST Surrey"
"557",-122.8341876,49.184176,"100TH AVE / 140TH ST",51,"100TH AVE / 140TH ST Surrey"
"558",-122.8064117,49.191529,"10400 150TH ST",51,"10400 150TH ST Surrey"
"559",-122.8507709,49.1989287,"108TH AVE / UNIVERSITY DR",51,"108TH AVE / UNIVERSITY DR Surrey"
"560",-122.8449333,49.1154023,"10900 136TH ST",51,"10900 136TH ST Surrey"
"561",-122.801871,49.067343,"15200 36TH AVE",51,"15200 36TH AVE Surrey"
"562",-122.8011485,49.045672,"152ND ST / 24TH AVE",51,"152ND ST / 24TH AVE Surrey"
"563",-122.7017418,49.1270637,"18700 68A AVE",51,"18700 68A AVE Surrey"
"564",-122.7014305,49.1205942,"18800 65TH AVE",51,"18800 65TH AVE Surrey"
